Time (s),Resistance (Ω),Stage
1,12438.36,Calibration
2,12364.83,Calibration
3,13044.46,Calibration
4,12915.5,Calibration
5,13333.33,Calibration
6,12864.32,Calibration
7,12724.75,Calibration
8,13109.48,Calibration
9,13083.43,Calibration
10,13240.64,Calibration
11,12851.56,Calibration
12,13188,Calibration
13,13201.13,Calibration
14,13031.5,Calibration
15,13057.43,Calibration
16,12475.3,Calibration
17,13018.55,Calibration
18,13005.62,Calibration
19,12966.91,Calibration
20,13188,Normal
21,13293.51,Normal
22,12737.37,Normal
23,12864.32,Normal
24,13480.5,Normal
25,13961.38,Normal
26,13989.46,Normal
27,13835.85,Normal
28,13905.43,Normal
29,13480.5,Normal
30,13697.92,Normal
31,13697.92,Normal
32,13697.92,Normal
33,13989.46,Normal
34,13467.05,Normal
35,13919.39,Normal
36,13426.77,Normal
37,13615.92,Normal
38,12992.7,Normal
39,13602.3,Normal
40,13629.54,Normal
41,13602.3,Normal
42,13561.57,Normal
43,13520.97,Normal
44,13602.3,Normal
45,13148.67,Normal
46,13188,Normal
47,13725.38,Normal
48,13306.77,Normal
49,13919.39,Normal
50,13919.39,Normal
51,14003.52,Normal
52,13821.99,Normal
53,13333.33,Normal
54,13670.52,Normal
55,14145.05,Normal
56,13794.31,Normal
57,13919.39,Normal
58,14216.44,Normal
59,14003.52,Normal
60,14130.82,Normal
61,13947.37,Normal
62,13629.54,Normal
63,13453.61,Normal
64,14059.93,Normal
65,14130.82,Normal
66,14116.61,Normal
67,13480.5,Normal
68,13656.84,Normal
69,13919.39,Normal
70,13575.13,Normal
71,13227.45,Normal
72,13656.84,Normal
73,13333.33,Normal
74,13780.49,Normal
75,13933.37,Normal
76,14173.55,Normal
77,13684.21,Normal
78,14216.44,Normal
79,14116.61,Normal
80,13947.37,Normal
81,14074.08,Normal
82,13561.57,Normal
83,14116.61,Normal
84,14145.05,Normal
85,14803.15,Normal
86,14923.92,Normal
87,14803.15,Normal
88,14187.83,Normal
89,14059.93,Normal
90,13752.9,Normal
91,14003.52,Normal
92,14017.6,Normal
93,13947.37,Normal
94,14550.36,Normal
95,14375,Normal
96,14743.2,Normal
97,14609.37,Normal
98,14506.28,Normal
99,14462.37,Normal
100,14375,Normal
101,14506.28,Normal
102,13863.64,Normal
103,14389.52,Normal
104,14624.17,Normal
105,14788.14,Normal
106,14653.82,Normal
107,14698.43,Normal
108,14638.99,Normal
109,13989.46,Normal
110,13919.39,Normal
111,14360.5,Normal
112,14893.62,Normal
113,15045.87,Normal
114,15340.35,Normal
115,14803.15,Normal
116,15835.96,Normal
117,15561.8,Normal
118,14893.62,Normal
119,15387.48,Normal
120,15184.5,Normal
121,14893.62,Normal
122,14288.26,Normal
123,14848.3,Normal
124,14803.15,Normal
125,14609.37,Normal
126,14594.6,Normal
127,14609.37,Normal
128,14609.37,Normal
129,14506.28,Normal
130,14145.05,Normal
131,14360.5,Normal
132,14187.83,Normal
133,14758.16,Normal
134,14848.3,Normal
135,14331.55,Normal
136,14683.54,Normal
137,13933.37,Normal
138,14059.93,Normal
139,14476.99,Normal
140,14116.61,Normal
141,14375,Normal
142,13808.14,Normal
143,14159.29,Normal
144,14360.5,Normal
145,14375,Normal
146,13877.55,Normal
147,13697.92,Normal
148,14317.1,Normal
149,14375,Normal
150,13835.85,Normal
151,13670.52,Normal
152,13725.38,Normal
153,13780.49,Normal
154,14462.37,Normal
155,14609.37,Normal
156,14074.08,Normal
157,13947.37,Normal
158,14375,Normal
159,13989.46,Normal
160,13919.39,Normal
161,14230.77,Normal
162,13697.92,Normal
163,14216.44,Normal
164,14074.08,Normal
165,14404.05,Normal
166,14462.37,Normal
167,13821.99,Normal
168,14116.61,Normal
169,14045.8,Normal
170,14375,Normal
171,13877.55,Normal
172,14245.11,Normal
173,14159.29,Normal
174,14159.29,Normal
175,14375,Normal
176,14346.02,Normal
177,14331.55,Normal
178,14116.61,Normal
179,13670.52,Normal
180,14074.08,Normal
181,13821.99,Normal
182,13821.99,Normal
183,14159.29,Normal
184,14045.8,Normal
185,13725.38,Normal
186,14059.93,Normal
187,13548.02,Normal
188,13684.21,Normal
189,14102.41,Normal
190,14045.8,Normal
191,14003.52,Normal
192,13794.31,Normal
193,13602.3,Normal
194,13877.55,Normal
195,13440.18,Normal
196,13919.39,Normal
197,13493.98,Normal
198,13493.98,Normal
199,13877.55,Normal
200,13891.48,Normal
201,13346.64,Normal
202,14045.8,Normal
203,14418.6,Normal
204,14447.76,Normal
205,14520.96,Normal
206,14145.05,Normal
207,14360.5,Normal
208,13821.99,Normal
209,13919.39,Normal
210,13849.74,Normal
211,13975.41,Normal
212,14088.24,Normal
213,13507.46,Normal
214,13919.39,Normal
215,14389.52,Normal
216,14624.17,Normal
217,14116.61,Normal
218,14418.6,Normal
219,14535.65,Normal
220,14389.52,Normal
221,13711.64,Normal
222,13849.74,Normal
223,14216.44,Normal
224,13697.92,Normal
225,14130.82,Normal
226,13919.39,Normal
227,14017.6,Normal
228,14003.52,Normal
229,13602.3,Normal
230,13711.64,Normal
231,13766.69,Normal
232,13684.21,Normal
233,14273.86,Normal
234,13794.31,Normal
235,14130.82,Normal
236,13656.84,Normal
237,14145.05,Normal
238,13480.5,Normal
239,14045.8,Normal
240,13413.38,Normal
241,13877.55,Normal
242,13989.46,Normal
243,14059.93,Normal
244,14418.6,Normal
245,14173.55,Normal
246,15231.05,Normal
247,15356.04,Normal
248,15950.57,Normal
249,15868.6,Normal
250,15545.85,Normal
251,16066.2,Normal
252,16166.13,Normal
253,16677.53,Normal
254,16677.53,Normal
255,16199.62,Normal
256,15950.57,Normal
257,15340.35,Normal
258,15169.02,Normal
259,15434.78,Normal
260,15482.27,Stress
261,14848.3,Stress
262,15884.96,Stress
263,16729.77,Stress
264,16049.62,Stress
265,16677.53,Stress
266,16132.74,Stress
267,17011.87,Stress
268,17047.55,Stress
269,17538.67,Stress
270,17575.76,Stress
271,16940.79,Stress
272,17245.51,Stress
273,17318.21,Stress
274,17762.71,Stress
275,17575.76,Stress
276,17263.65,Stress
277,17391.3,Stress
278,17227.39,Stress
279,18221.91,Stress
280,17952.22,Stress
281,18260.87,Stress
282,17952.22,Stress
283,17706.36,Stress
284,17119.21,Stress
285,17409.64,Stress
286,17227.39,Stress
287,18457.26,Stress
288,18125,Stress
289,18757.02,Stress
290,17428,Stress
291,17575.76,Stress
292,16940.79,Stress
293,17227.39,Stress
294,16677.53,Stress
295,17137.18,Stress
296,17520.16,Stress
297,18028.75,Stress
298,18125,Stress
299,17762.71,Stress
300,19270.91,Stress
301,19418.1,Stress
302,19781.82,Stress
303,19375.9,Stress
304,18378.38,Stress
305,18417.77,Stress
306,18437.5,Stress
307,18960.39,Stress
308,19125.18,Stress
309,18417.77,Stress
310,18757.02,Stress
311,18536.58,Stress
312,18457.26,Stress
313,18105.7,Stress
314,19609.54,Stress
315,18797.47,Stress
316,19760.17,Stress
317,18656.4,Stress
318,19333.81,Stress
319,19312.81,Stress
320,19609.54,Stress
321,20132.45,Stress
322,20310.88,Stress
323,20582.52,Stress
324,20559.7,Stress
325,20468.75,Stress
326,20154.64,Stress
327,19978.04,Stress
328,20199.12,Stress
329,19566.79,Stress
330,19418.1,Stress
331,19418.1,Stress
332,19375.9,Stress
333,19439.25,Stress
334,18241.38,Stress
335,19187.46,Stress
336,19418.1,Stress
337,19460.43,Stress
338,19524.15,Stress
339,19418.1,Stress
340,19868.71,Stress
341,19524.15,Stress
342,18980.89,Stress
343,19166.67,Stress
344,18797.47,Stress
345,17914.11,Stress
346,18105.7,Stress
347,19333.81,Stress
348,19270.91,Stress
349,19846.94,Stress
350,19846.94,Stress
351,19104.48,Stress
352,19912.35,Stress
