Time (s),Resistance (Ω),Stage
1,14273.86,Calibration
2,14404.05,Calibration
3,14609.37,Calibration
4,14159.29,Calibration
5,14375,Calibration
6,14273.86,Calibration
7,14017.6,Calibration
8,13670.52,Calibration
9,13933.37,Calibration
10,14159.29,Calibration
11,14375,Calibration
12,14609.37,Calibration
13,14833.23,Calibration
14,15246.61,Calibration
15,15138.12,Calibration
16,14788.14,Calibration
17,15061.2,Calibration
18,14102.41,Calibration
19,14418.6,Calibration
20,14683.54,Normal
21,14758.16,Normal
22,14833.23,Normal
23,15641.83,Normal
24,15434.78,Normal
25,14923.92,Normal
26,15169.02,Normal
27,15076.55,Normal
28,14683.54,Normal
29,14130.82,Normal
30,14074.08,Normal
31,14331.55,Normal
32,14003.52,Normal
33,14288.26,Normal
34,14173.55,Normal
35,14230.77,Normal
36,13961.38,Normal
37,13821.99,Normal
38,14059.93,Normal
39,14059.93,Normal
40,13961.38,Normal
41,13629.54,Normal
42,13684.21,Normal
43,13863.64,Normal
44,13919.39,Normal
45,13919.39,Normal
46,13821.99,Normal
47,13863.64,Normal
48,13821.99,Normal
49,13835.85,Normal
50,13835.85,Normal
51,13739.13,Normal
52,13413.38,Normal
53,13480.5,Normal
54,13725.38,Normal
55,13440.18,Normal
56,13480.5,Normal
57,13684.21,Normal
58,13615.92,Normal
59,13480.5,Normal
60,13615.92,Normal
61,13561.57,Normal
62,13480.5,Normal
63,13602.3,Normal
64,13534.48,Normal
65,13548.02,Normal
66,13548.02,Normal
67,13534.48,Normal
68,13280.27,Normal
69,13480.5,Normal
70,13507.46,Normal
71,13201.13,Normal
72,13480.5,Normal
73,13453.61,Normal
74,13096.45,Normal
75,13070.42,Normal
76,13333.33,Normal
77,13109.48,Normal
78,12915.5,Normal
79,13280.27,Normal
80,13122.53,Normal
81,13057.43,Normal
82,13201.13,Normal
83,13188,Normal
84,12838.82,Normal
85,12838.82,Normal
86,12851.56,Normal
87,13122.53,Normal
88,13057.43,Normal
89,12838.82,Normal
90,12737.37,Normal
91,13031.5,Normal
92,12851.56,Normal
93,12775.31,Normal
94,12649.34,Normal
95,12966.91,Normal
96,12851.56,Normal
97,12624.31,Normal
98,12877.09,Normal
99,12712.15,Normal
100,12864.32,Normal
101,12661.87,Normal
102,13044.46,Normal
103,12877.09,Normal
104,13122.53,Normal
105,13602.3,Normal
106,13548.02,Normal
107,13643.19,Normal
108,13711.64,Normal
109,13643.19,Normal
110,13629.54,Normal
111,13440.18,Normal
112,13575.13,Normal
113,13534.48,Normal
114,13480.5,Normal
115,13711.64,Normal
116,13947.37,Normal
117,14045.8,Normal
118,13849.74,Normal
119,13656.84,Normal
120,13697.92,Normal
121,13891.48,Normal
122,14331.55,Normal
123,14848.3,Normal
124,14863.39,Normal
125,15030.56,Normal
126,14624.17,Normal
127,14923.92,Normal
128,15387.48,Normal
129,16677.53,Normal
130,16729.77,Normal
131,16351.35,Normal
132,15901.33,Normal
133,16000,Normal
134,16099.43,Normal
135,16116.07,Normal
136,16082.8,Normal
137,16016.52,Normal
138,16132.74,Normal
139,15852.27,Normal
140,15609.76,Normal
141,15434.78,Normal
142,15901.33,Normal
143,15577.76,Normal
144,15482.27,Normal
145,15356.04,Normal
146,15403.23,Normal
147,14984.75,Normal
148,14984.75,Normal
149,15340.35,Normal
150,15091.91,Normal
151,14803.15,Normal
152,14803.15,Normal
153,14893.62,Normal
154,14848.3,Normal
155,14743.2,Normal
156,14923.92,Normal
157,14565.09,Normal
158,14653.82,Normal
159,14331.55,Normal
160,14683.54,Normal
161,14653.82,Normal
162,13780.49,Normal
163,13656.84,Normal
164,13575.13,Normal
165,13400,Normal
166,13520.97,Normal
167,13386.64,Normal
168,13083.43,Normal
169,13386.64,Normal
170,13306.77,Normal
171,13174.87,Normal
172,13188,Normal
173,12928.33,Normal
174,13083.43,Normal
175,13135.59,Normal
176,13070.42,Normal
177,13122.53,Normal
178,12813.37,Normal
179,12992.7,Normal
180,13031.5,Normal
181,12928.33,Normal
182,12966.91,Normal
