Time,Resistance (Ohms),Stage
1163,-41833.69,Calibration (20s)
1164,-41311.13,Calibration (20s)
1165,-40855.4,Calibration (20s)
1166,-40500.5,Calibration (20s)
0,-40317.46,Calibration (20s)
1,-40317.46,Calibration (20s)
2,-40665.99,Calibration (20s)
3,-40962.13,Calibration (20s)
4,-41266.87,Calibration (20s)
5,-41113.4,Calibration (20s)
6,-40686.87,Calibration (20s)
7,-40624.37,Calibration (20s)
8,-40378.11,Calibration (20s)
9,-40217.18,Calibration (20s)
13,-40019.55,Calibration (20s)
14,-39560.65,Calibration (20s)
18,-39635.67,Calibration (20s)
20,-39284.37,Normal - Watch Video (4 min)
28,-41333.33,Normal - Watch Video (4 min)
35,-40521.04,Normal - Watch Video (4 min)
52,-40197.24,Normal - Watch Video (4 min)
63,-39122.32,Normal - Watch Video (4 min)
83,-37762.36,Normal - Watch Video (4 min)
84,-37746.97,Normal - Watch Video (4 min)
85,-37609.63,Normal - Watch Video (4 min)
86,-38123.89,Normal - Watch Video (4 min)
87,-38823.53,Normal - Watch Video (4 min)
88,-39357.28,Normal - Watch Video (4 min)
89,-40117.88,Normal - Watch Video (4 min)
90,-41764.08,Normal - Watch Video (4 min)
91,-43272.73,Normal - Watch Video (4 min)
92,-43513.2,Normal - Watch Video (4 min)
93,-42985.41,Normal - Watch Video (4 min)
94,-42285.09,Normal - Watch Video (4 min)
95,-41903.74,Normal - Watch Video (4 min)
96,-41649.05,Normal - Watch Video (4 min)
97,-41535.23,Normal - Watch Video (4 min)
98,-41333.33,Normal - Watch Video (4 min)
99,-41490.03,Normal - Watch Video (4 min)
100,-41649.05,Normal - Watch Video (4 min)
101,-41222.8,Normal - Watch Video (4 min)
102,-41069.96,Normal - Watch Video (4 min)
103,-41091.66,Normal - Watch Video (4 min)
104,-40983.61,Normal - Watch Video (4 min)
105,-40919.3,Normal - Watch Video (4 min)
106,-40983.61,Normal - Watch Video (4 min)
107,-41288.98,Normal - Watch Video (4 min)
108,-41333.33,Normal - Watch Video (4 min)
109,-41333.33,Normal - Watch Video (4 min)
110,-41178.9,Normal - Watch Video (4 min)
111,-40983.61,Normal - Watch Video (4 min)
112,-40770.79,Normal - Watch Video (4 min)
113,-40500.5,Normal - Watch Video (4 min)
114,-40521.04,Normal - Watch Video (4 min)
115,-40398.41,Normal - Watch Video (4 min)
116,-40317.46,Normal - Watch Video (4 min)
117,-40177.34,Normal - Watch Video (4 min)
118,-40117.88,Normal - Watch Video (4 min)
119,-40398.41,Normal - Watch Video (4 min)
120,-41649.05,Normal - Watch Video (4 min)
121,-41833.69,Normal - Watch Video (4 min)
122,-41856.99,Normal - Watch Video (4 min)
123,-41903.74,Normal - Watch Video (4 min)
124,-41927.2,Normal - Watch Video (4 min)
125,-41856.99,Normal - Watch Video (4 min)
126,-41740.98,Normal - Watch Video (4 min)
127,-42140.54,Normal - Watch Video (4 min)
128,-43272.73,Normal - Watch Video (4 min)
129,-44556.36,Normal - Watch Video (4 min)
130,-43953.21,Normal - Watch Video (4 min)
131,-43758.7,Normal - Watch Video (4 min)
132,-44410.01,Normal - Watch Video (4 min)
133,-44065.8,Normal - Watch Video (4 min)
134,-43299.2,Normal - Watch Video (4 min)
135,-43089.06,Normal - Watch Video (4 min)
136,-42831.66,Normal - Watch Video (4 min)
137,-42456.14,Normal - Watch Video (4 min)
138,-42456.14,Normal - Watch Video (4 min)
139,-42116.63,Normal - Watch Video (4 min)
140,-41903.74,Normal - Watch Video (4 min)
141,-41903.74,Normal - Watch Video (4 min)
142,-41833.69,Normal - Watch Video (4 min)
143,-41694.91,Normal - Watch Video (4 min)
144,-41997.85,Normal - Watch Video (4 min)
146,-43981.27,Normal - Watch Video (4 min)
146,-44236.69,Normal - Watch Video (4 min)
148,-43703.7,Normal - Watch Video (4 min)
150,-42831.66,Normal - Watch Video (4 min)
155,-42188.52,Normal - Watch Video (4 min)
165,-43272.73,Normal - Watch Video (4 min)
175,-43299.2,Normal - Watch Video (4 min)
176,-43115.12,Normal - Watch Video (4 min)
177,-42933.93,Normal - Watch Video (4 min)
178,-42730.3,Normal - Watch Video (4 min)
179,-43567.32,Normal - Watch Video (4 min)
180,-43981.27,Normal - Watch Video (4 min)
181,-45006.11,Normal - Watch Video (4 min)
182,-45536.16,Normal - Watch Video (4 min)
183,-48444.45,Normal - Watch Video (4 min)
184,-48248.28,Normal - Watch Video (4 min)
185,-47563.93,Normal - Watch Video (4 min)
186,-46666.67,Normal - Watch Video (4 min)
187,-46022.87,Normal - Watch Video (4 min)
188,-46631.99,Normal - Watch Video (4 min)
189,-47054.16,Normal - Watch Video (4 min)
190,-46666.67,Normal - Watch Video (4 min)
191,-46122.45,Normal - Watch Video (4 min)
192,-45825.98,Normal - Watch Video (4 min)
193,-45504.36,Normal - Watch Video (4 min)
194,-45128.84,Normal - Watch Video (4 min)
195,-45006.11,Normal - Watch Video (4 min)
196,-44764.21,Normal - Watch Video (4 min)
197,-44556.36,Normal - Watch Video (4 min)
198,-44764.21,Normal - Watch Video (4 min)
199,-44734.3,Normal - Watch Video (4 min)
200,-45006.11,Normal - Watch Video (4 min)
201,-44794.19,Normal - Watch Video (4 min)
202,-45315.2,Normal - Watch Video (4 min)
203,-45098.04,Normal - Watch Video (4 min)
204,-45252.77,Normal - Watch Video (4 min)
205,-48054.79,Normal - Watch Video (4 min)
206,-48804.5,Normal - Watch Video (4 min)
207,-48209.37,Normal - Watch Video (4 min)
208,-47750.68,Normal - Watch Video (4 min)
209,-47234.04,Normal - Watch Video (4 min)
210,-46736.29,Normal - Watch Video (4 min)
211,-46155.81,Normal - Watch Video (4 min)
212,-46089.17,Normal - Watch Video (4 min)
213,-45891.28,Normal - Watch Video (4 min)
214,-45440.99,Normal - Watch Video (4 min)
215,-45190.65,Normal - Watch Video (4 min)
216,-45377.94,Normal - Watch Video (4 min)
217,-45504.36,Normal - Watch Video (4 min)
218,-45098.04,Normal - Watch Video (4 min)
219,-44884.57,Normal - Watch Video (4 min)
220,-44884.57,Normal - Watch Video (4 min)
221,-44645.01,Normal - Watch Video (4 min)
222,-44497.61,Normal - Watch Video (4 min)
223,-44585.84,Normal - Watch Video (4 min)
224,-45190.65,Normal - Watch Video (4 min)
225,-45664.16,Normal - Watch Video (4 min)
226,-47054.16,Normal - Watch Video (4 min)
227,-48444.45,Normal - Watch Video (4 min)
228,-48967.47,Normal - Watch Video (4 min)
229,-48444.45,Normal - Watch Video (4 min)
230,-48523.68,Normal - Watch Video (4 min)
231,-47750.68,Normal - Watch Video (4 min)
233,-47270.3,Normal - Watch Video (4 min)
233,-47234.04,Normal - Watch Video (4 min)
234,-46666.67,Normal - Watch Video (4 min)
235,-46459.95,Normal - Watch Video (4 min)
236,-46290.12,Normal - Watch Video (4 min)
237,-46122.45,Normal - Watch Video (4 min)
238,-45696.36,Normal - Watch Video (4 min)
239,-45696.36,Normal - Watch Video (4 min)
240,-45377.94,Normal - Watch Video (4 min)
241,-45664.16,Normal - Watch Video (4 min)
242,-46701.43,Normal - Watch Video (4 min)
243,-46982.87,Normal - Watch Video (4 min)
244,-46256.41,Normal - Watch Video (4 min)
245,-45924.05,Normal - Watch Video (4 min)
246,-45536.16,Normal - Watch Video (4 min)
247,-45409.43,Normal - Watch Video (4 min)
248,-45190.65,Normal - Watch Video (4 min)
249,-45098.04,Normal - Watch Video (4 min)
250,-46155.81,Normal - Watch Video (4 min)
251,-46391.75,Normal - Watch Video (4 min)
252,-46666.67,Normal - Watch Video (4 min)
253,-46122.45,Normal - Watch Video (4 min)
254,-45696.36,Normal - Watch Video (4 min)
255,-45956.91,Normal - Watch Video (4 min)
256,-46122.45,Normal - Watch Video (4 min)
257,-46425.8,Normal - Watch Video (4 min)
258,-48365.65,Normal - Watch Video (4 min)
259,-49173.79,Normal - Watch Video (4 min)
260,-49090.91,Remove 5 Easy Pieces (3 min)
261,-50029.32,Remove 5 Easy Pieces (3 min)
262,-49340.97,Remove 5 Easy Pieces (3 min)
263,-49090.91,Remove 5 Easy Pieces (3 min)
264,-51219.51,Remove 5 Easy Pieces (3 min)
265,-53139.16,Remove 5 Easy Pieces (3 min)
266,-52715.66,Remove 5 Easy Pieces (3 min)
267,-52820.51,Remove 5 Easy Pieces (3 min)
268,-53628.9,Remove 5 Easy Pieces (3 min)
269,-56183.75,Remove 5 Easy Pieces (3 min)
270,-57716.39,Remove 5 Easy Pieces (3 min)
271,-57716.39,Remove 5 Easy Pieces (3 min)
272,-55866.9,Remove 5 Easy Pieces (3 min)
273,-57647.06,Remove 5 Easy Pieces (3 min)
274,-57925.93,Remove 5 Easy Pieces (3 min)
275,-61124.5,Remove 5 Easy Pieces (3 min)
276,-60078.28,Remove 5 Easy Pieces (3 min)
277,-57168.79,Remove 5 Easy Pieces (3 min)
278,-56506.24,Remove 5 Easy Pieces (3 min)
279,-55929.82,Remove 5 Easy Pieces (3 min)
280,-55804.2,Remove 5 Easy Pieces (3 min)
281,-55679.44,Remove 5 Easy Pieces (3 min)
