Time (s),Resistance (Ω),Stage
1,13520.97,Calibration
2,13306.77,Calibration
3,13306.77,Calibration
4,13214.29,Calibration
5,12966.91,Calibration
6,13346.64,Calibration
7,12992.7,Calibration
8,13253.83,Calibration
9,13480.5,Calibration
10,13561.57,Calibration
11,13440.18,Calibration
12,13656.84,Calibration
13,13214.29,Calibration
14,13766.69,Calibration
15,13467.05,Calibration
16,13739.13,Calibration
17,13780.49,Calibration
18,13400,Calibration
19,13629.54,Calibration
20,13697.92,Normal
21,13794.31,Normal
22,13794.31,Normal
23,13426.77,Normal
24,13739.13,Normal
25,13440.18,Normal
26,13766.69,Normal
27,13493.98,Normal
28,13725.38,Normal
29,13711.64,Normal
30,13561.57,Normal
31,13697.92,Normal
32,13725.38,Normal
33,13493.98,Normal
34,13240.64,Normal
35,13656.84,Normal
36,13629.54,Normal
37,13670.52,Normal
38,13615.92,Normal
39,13440.18,Normal
40,13306.77,Normal
41,13739.13,Normal
42,13333.33,Normal
43,13240.64,Normal
44,13214.29,Normal
45,13711.64,Normal
46,13670.52,Normal
47,13534.48,Normal
48,13293.51,Normal
49,13697.92,Normal
50,13413.38,Normal
51,13227.45,Normal
52,13697.92,Normal
53,13670.52,Normal
54,13670.52,Normal
55,13280.27,Normal
56,13821.99,Normal
57,13697.92,Normal
58,13766.69,Normal
59,13835.85,Normal
60,13413.38,Normal
61,13711.64,Normal
62,13440.18,Normal
63,13766.69,Normal
64,13725.38,Normal
65,13739.13,Normal
66,13891.48,Normal
67,13615.92,Normal
68,13602.3,Normal
69,13333.33,Normal
70,13359.95,Normal
71,13766.69,Normal
72,13440.18,Normal
73,13919.39,Normal
74,13891.48,Normal
75,13739.13,Normal
76,13821.99,Normal
77,13919.39,Normal
78,13346.64,Normal
79,13766.69,Normal
80,13453.61,Normal
81,13933.37,Normal
82,13615.92,Normal
83,13905.43,Normal
84,13947.37,Normal
85,13933.37,Normal
86,13919.39,Normal
87,13933.37,Normal
88,14059.93,Normal
89,13877.55,Normal
90,13947.37,Normal
91,13919.39,Normal
92,13961.38,Normal
93,13575.13,Normal
94,13933.37,Normal
95,13467.05,Normal
96,13919.39,Normal
97,13989.46,Normal
98,13961.38,Normal
99,13426.77,Normal
100,13905.43,Normal
101,13905.43,Normal
102,13849.74,Normal
103,13919.39,Normal
104,13961.38,Normal
105,14003.52,Normal
106,13766.69,Normal
107,13520.97,Normal
108,14003.52,Normal
109,13480.5,Normal
110,13989.46,Normal
111,13697.92,Normal
112,13933.37,Normal
113,14059.93,Normal
114,13947.37,Normal
115,13989.46,Normal
116,13656.84,Normal
117,13975.41,Normal
118,13440.18,Normal
119,13849.74,Normal
