Time (s),Resistance (Ω),Stage
1,13227.45,Calibration
2,13575.13,Calibration
3,13575.13,Calibration
4,13467.05,Calibration
5,13293.51,Calibration
6,13333.33,Calibration
7,13684.21,Calibration
8,13739.13,Calibration
9,13989.46,Calibration
10,13947.37,Calibration
11,13891.48,Calibration
12,13520.97,Calibration
13,13656.84,Calibration
14,13919.39,Calibration
15,13947.37,Calibration
16,13739.13,Calibration
17,13780.49,Calibration
18,13891.48,Calibration
19,13794.31,Calibration
20,13725.38,Normal
21,13780.49,Normal
22,13766.69,Normal
23,13725.38,Normal
24,13725.38,Normal
25,13656.84,Normal
26,13684.21,Normal
27,13480.5,Normal
28,13548.02,Normal
29,13280.27,Normal
30,13386.64,Normal
31,13467.05,Normal
32,13306.77,Normal
33,13293.51,Normal
34,13711.64,Normal
35,13891.48,Normal
36,13835.85,Normal
37,13739.13,Normal
38,13725.38,Normal
39,13453.61,Normal
40,13493.98,Normal
41,13697.92,Normal
42,13548.02,Normal
43,13684.21,Normal
44,13697.92,Normal
45,13615.92,Normal
46,13346.64,Normal
47,13493.98,Normal
48,13453.61,Normal
49,13240.64,Normal
50,13520.97,Normal
51,13253.83,Normal
52,13493.98,Normal
53,13267.04,Normal
54,13386.64,Normal
55,13201.13,Normal
56,13480.5,Normal
57,13306.77,Normal
58,13453.61,Normal
59,13440.18,Normal
60,13400,Normal
61,13240.64,Normal
62,13135.59,Normal
63,13280.27,Normal
64,13346.64,Normal
65,13306.77,Normal
66,13359.95,Normal
67,13096.45,Normal
68,13240.64,Normal
69,13214.29,Normal
70,13227.45,Normal
71,12954.04,Normal
72,13083.43,Normal
73,12864.32,Normal
74,13070.42,Normal
75,12992.7,Normal
76,12979.8,Normal
77,12826.09,Normal
78,12838.82,Normal
79,13057.43,Normal
80,13044.46,Normal
81,13057.43,Normal
82,13057.43,Normal
83,12928.33,Normal
84,12762.65,Normal
85,13031.5,Normal
86,12864.32,Normal
87,13057.43,Normal
88,12864.32,Normal
89,12686.98,Normal
90,13044.46,Normal
91,12724.75,Normal
92,12966.91,Normal
93,12661.87,Normal
94,12775.31,Normal
95,12851.56,Normal
96,12686.98,Normal
97,12966.91,Normal
98,12724.75,Normal
99,12966.91,Normal
100,12624.31,Normal
101,12889.88,Normal
102,12813.37,Normal
103,12838.82,Normal
104,12864.32,Normal
105,12826.09,Normal
106,12712.15,Normal
107,12686.98,Normal
108,12712.15,Normal
109,12775.31,Normal
110,12787.98,Normal
111,12649.34,Normal
112,12649.34,Normal
113,12737.37,Normal
114,12649.34,Normal
115,12661.87,Normal
116,12574.42,Normal
117,12340.43,Normal
118,12661.87,Normal
119,12316.08,Normal
120,12267.54,Normal
121,12426.07,Normal
122,12487.65,Normal
123,12231.27,Normal
124,12328.24,Normal
125,12438.36,Normal
126,12243.35,Normal
127,12123.18,Normal
128,12364.83,Normal
129,12255.43,Normal
130,12075.47,Normal
131,12316.08,Normal
132,12219.21,Normal
133,12123.18,Normal
134,12219.21,Normal
135,12039.83,Normal
136,12147.11,Normal
137,12183.1,Normal
138,11933.58,Normal
139,12135.14,Normal
140,12051.7,Normal
141,12135.14,Normal
142,12099.3,Normal
143,11828.36,Normal
144,11933.58,Normal
145,12016.13,Normal
146,11863.32,Normal
147,11875,Normal
148,11992.48,Normal
149,11875,Normal
150,11805.11,Normal
151,11957.1,Normal
152,11758.77,Normal
153,11816.73,Normal
154,11898.4,Normal
155,11643.76,Normal
156,11875,Normal
157,11875,Normal
158,11609.5,Normal
159,11875,Normal
160,11898.4,Normal
161,11840,Normal
162,11678.14,Normal
163,11840,Normal
164,11840,Normal
165,11678.14,Normal
166,11840,Normal
167,11793.51,Normal
168,11586.72,Normal
169,11678.14,Normal
170,11758.77,Normal
171,11552.63,Normal
172,11816.73,Normal
173,11724.14,Normal
174,11586.72,Normal
175,11666.67,Normal
176,11507.35,Normal
177,11609.5,Normal
178,11701.11,Normal
179,11689.62,Normal
180,11586.72,Normal
181,11655.21,Normal
182,11451.02,Normal
183,11632.33,Normal
184,11563.98,Normal
185,11609.5,Normal
186,11361.5,Normal
187,11529.97,Normal
188,11620.91,Normal
189,11586.72,Normal
190,11575.34,Normal
191,11541.29,Normal
192,11428.57,Normal
193,11552.63,Normal
194,11328.12,Normal
195,11294.85,Normal
196,11339.24,Normal
197,11507.35,Normal
198,11541.29,Normal
199,11406.17,Normal
200,11507.35,Normal
201,11507.35,Normal
202,11339.24,Normal
203,11361.5,Normal
204,11575.34,Normal
205,11428.57,Normal
206,11439.79,Normal
207,11383.81,Normal
208,11541.29,Normal
209,11383.81,Normal
210,11328.12,Normal
211,11563.98,Normal
212,11575.34,Normal
213,11339.24,Normal
214,11507.35,Normal
215,11518.66,Normal
216,11518.66,Normal
217,11250.65,Normal
218,11250.65,Normal
219,11507.35,Normal
220,11518.66,Normal
221,11484.79,Normal
222,11518.66,Normal
223,11473.52,Normal
224,11361.5,Normal
225,11428.57,Normal
226,11484.79,Normal
227,11484.79,Normal
228,11151.86,Normal
229,11394.98,Normal
230,11350.36,Normal
231,11294.85,Normal
232,11250.65,Normal
233,11250.65,Normal
234,11451.02,Normal
235,11484.79,Normal
236,11473.52,Normal
237,11261.68,Normal
238,11339.24,Normal
239,11563.98,Normal
240,11632.33,Normal
241,11655.21,Normal
242,11816.73,Normal
243,13919.39,Normal
244,11886.69,Normal
245,11886.69,Normal
246,11945.34,Normal
247,11805.11,Normal
248,12027.97,Normal
249,11758.77,Normal
250,12051.7,Normal
251,12267.54,Normal
252,12219.21,Normal
253,12123.18,Normal
254,12207.16,Normal
255,12267.54,Normal
256,12413.79,Normal
257,12255.43,Normal
258,12438.36,Normal
259,12123.18,Normal
260,12328.24,Stress
261,12123.18,Stress
262,12087.38,Stress
263,12291.78,Stress
264,12123.18,Stress
265,12267.54,Stress
266,12377.05,Stress
267,12267.54,Stress
268,12364.83,Stress
269,12255.43,Stress
270,12316.08,Stress
271,12255.43,Stress
272,12159.09,Stress
273,12279.65,Stress
274,12279.65,Stress
275,12183.1,Stress
276,12316.08,Stress
277,12328.24,Stress
278,12171.09,Stress
279,12450.66,Stress
280,12438.36,Stress
281,12171.09,Stress
282,12611.82,Stress
283,12475.3,Stress
284,12661.87,Stress
285,12762.65,Stress
286,12928.33,Stress
287,12762.65,Stress
288,12851.56,Stress
289,12941.18,Stress
290,12889.88,Stress
291,12699.56,Stress
292,13148.67,Stress
293,12966.91,Stress
294,12915.5,Stress
295,13346.64,Stress
296,13306.77,Stress
297,13507.46,Stress
298,13548.02,Stress
299,13602.3,Stress
300,13440.18,Stress
301,13280.27,Stress
302,13520.97,Stress
303,13534.48,Stress
304,13561.57,Stress
305,13333.33,Stress
306,13684.21,Stress
307,13794.31,Stress
308,13725.38,Stress
309,13739.13,Stress
310,13766.69,Stress
311,13905.43,Stress
312,13534.48,Stress
313,13905.43,Stress
314,13835.85,Stress
315,13808.14,Stress
316,14159.29,Stress
317,14145.05,Stress
318,13905.43,Stress
319,14017.6,Stress
320,13739.13,Stress
321,14045.8,Stress
322,14187.83,Stress
323,13919.39,Stress
324,14273.86,Stress
325,14145.05,Stress
326,14173.55,Stress
327,13766.69,Stress
328,14116.61,Stress
329,14331.55,Stress
330,14331.55,Stress
331,14668.67,Stress
332,14773.14,Stress
333,14653.82,Stress
334,14638.99,Stress
335,14609.37,Stress
336,14535.65,Stress
337,14375,Stress
338,14683.54,Stress
339,14447.76,Stress
340,14594.6,Stress
341,14833.23,Stress
342,14447.76,Stress
343,15246.61,Stress
344,14954.29,Stress
345,15091.91,Stress
346,15015.27,Stress
347,14908.76,Stress
348,15107.3,Stress
349,14848.3,Stress
350,15122.7,Stress
351,15231.05,Stress
352,15577.76,Stress
