Time,Resistance (Ohms),Stage
516,-1300000,Calibration (20s)
518,-392363.63,Calibration (20s)
520,1841818.12,Calibration (20s)
522,-335076.94,Calibration (20s)
524,-235578.95,Calibration (20s)
526,-218834.95,Calibration (20s)
527,-252727.27,Calibration (20s)
527,-255402.3,Calibration (20s)
527,-282564.09,Calibration (20s)
527,-260941.17,Calibration (20s)
527,-235578.95,Calibration (20s)
527,-258139.53,Calibration (20s)
527,-260941.17,Calibration (20s)
527,-260941.17,Calibration (20s)
527,-293066.66,Calibration (20s)
527,-276000,Calibration (20s)
527,-260941.17,Calibration (20s)
527,-263809.53,Calibration (20s)
527,-258139.53,Calibration (20s)
527,-260941.17,Calibration (20s)
527,-279240.5,Calibration (20s)
527,-255402.3,Calibration (20s)
527,-269756.09,Calibration (20s)
527,-272839.5,Calibration (20s)
527,-247555.56,Calibration (20s)
536,-266747,Calibration (20s)
536,-255402.3,Calibration (20s)
536,-263809.53,Calibration (20s)
536,-258139.53,Calibration (20s)
536,-252727.27,Calibration (20s)
536,-260941.17,Calibration (20s)
536,-258139.53,Calibration (20s)
537,-235578.95,Calibration (20s)
537,-235578.95,Calibration (20s)
11,1260000,Calibration (20s)
26,-242608.7,Normal - Watch Video (4 min)
26,-233333.33,Normal - Watch Video (4 min)
26,-240215.05,Normal - Watch Video (4 min)
26,-233333.33,Normal - Watch Video (4 min)
26,-245054.94,Normal - Watch Video (4 min)
26,-228979.59,Normal - Watch Video (4 min)
26,-235578.95,Normal - Watch Video (4 min)
26,-226868.69,Normal - Watch Video (4 min)
26,-231134.02,Normal - Watch Video (4 min)
26,-235578.95,Normal - Watch Video (4 min)
26,-231134.02,Normal - Watch Video (4 min)
26,-226868.69,Normal - Watch Video (4 min)
26,-226868.69,Normal - Watch Video (4 min)
26,-228979.59,Normal - Watch Video (4 min)
26,-340000,Normal - Watch Video (4 min)
26,-222772.28,Normal - Watch Video (4 min)
28,-519512.19,Normal - Watch Video (4 min)
28,-519512.19,Normal - Watch Video (4 min)
28,-1300000,Normal - Watch Video (4 min)
29,-1300000,Normal - Watch Video (4 min)
30,-455744.69,Normal - Watch Video (4 min)
31,-293066.66,Normal - Watch Video (4 min)
32,-233333.33,Normal - Watch Video (4 min)
33,-204504.5,Normal - Watch Video (4 min)
39,-240215.05,Normal - Watch Video (4 min)
39,-231134.02,Normal - Watch Video (4 min)
39,-211401.88,Normal - Watch Video (4 min)
39,-228979.59,Normal - Watch Video (4 min)
40,-141904.77,Normal - Watch Video (4 min)
43,-995238.13,Normal - Watch Video (4 min)
43,-950909.06,Normal - Watch Video (4 min)
43,-910434.81,Normal - Watch Video (4 min)
44,-367118.66,Normal - Watch Video (4 min)
45,-272839.5,Normal - Watch Video (4 min)
48,-156533.33,Normal - Watch Video (4 min)
48,-193559.33,Normal - Watch Video (4 min)
48,-181259.84,Normal - Watch Video (4 min)
49,-162222.22,Normal - Watch Video (4 min)
50,-340000,Normal - Watch Video (4 min)
51,-910434.81,Normal - Watch Video (4 min)
54,-204504.5,Normal - Watch Video (4 min)
54,-206181.81,Normal - Watch Video (4 min)
54,-202857.14,Normal - Watch Video (4 min)
57,-222772.28,Normal - Watch Video (4 min)
58,-213207.55,Normal - Watch Video (4 min)
58,-228979.59,Normal - Watch Video (4 min)
58,-211401.88,Normal - Watch Video (4 min)
60,-193559.33,Normal - Watch Video (4 min)
60,-186504.06,Normal - Watch Video (4 min)
61,-173984.97,Normal - Watch Video (4 min)
63,-175151.52,Normal - Watch Video (4 min)
63,-180000,Normal - Watch Video (4 min)
64,-182539.69,Normal - Watch Video (4 min)
74,-213207.55,Normal - Watch Video (4 min)
75,-211401.88,Normal - Watch Video (4 min)
76,20460000,Normal - Watch Video (4 min)
78,-340000,Normal - Watch Video (4 min)
82,-204504.5,Normal - Watch Video (4 min)
80,-245054.94,Normal - Watch Video (4 min)
88,-156533.33,Normal - Watch Video (4 min)
88,-151282.05,Normal - Watch Video (4 min)
88,-143373.5,Normal - Watch Video (4 min)
88,-160273.97,Normal - Watch Video (4 min)
88,-169489.05,Normal - Watch Video (4 min)
88,-156533.33,Normal - Watch Video (4 min)
88,-156533.33,Normal - Watch Video (4 min)
88,-152129.03,Normal - Watch Video (4 min)
89,-150445.86,Normal - Watch Video (4 min)
89,-152129.03,Normal - Watch Video (4 min)
89,-157449.67,Normal - Watch Video (4 min)
89,-152129.03,Normal - Watch Video (4 min)
90,-145644.17,Normal - Watch Video (4 min)
93,-132527.47,Normal - Watch Video (4 min)
93,-95851.85,Normal - Watch Video (4 min)
93,-134413.41,Normal - Watch Video (4 min)
93,-121890.55,Normal - Watch Video (4 min)
112,-105333.34,Normal - Watch Video (4 min)
124,-95851.85,Normal - Watch Video (4 min)
133,-87368.42,Normal - Watch Video (4 min)
133,-87590.76,Normal - Watch Video (4 min)
133,-87368.42,Normal - Watch Video (4 min)
133,-87368.42,Normal - Watch Video (4 min)
133,-87368.42,Normal - Watch Video (4 min)
133,-78347.58,Normal - Watch Video (4 min)
133,-87590.76,Normal - Watch Video (4 min)
133,-89423.73,Normal - Watch Video (4 min)
134,-88039.87,Normal - Watch Video (4 min)
134,-87814.57,Normal - Watch Video (4 min)
134,-87368.42,Normal - Watch Video (4 min)
134,-87590.76,Normal - Watch Video (4 min)
134,-92112.68,Normal - Watch Video (4 min)
134,-96133.83,Normal - Watch Video (4 min)
134,-87814.57,Normal - Watch Video (4 min)
134,-87814.57,Normal - Watch Video (4 min)
134,-91608.39,Normal - Watch Video (4 min)
134,-87368.42,Normal - Watch Video (4 min)
134,-90378.01,Normal - Watch Video (4 min)
136,-84000,Normal - Watch Video (4 min)
138,-85852.09,Normal - Watch Video (4 min)
138,-82822.09,Normal - Watch Video (4 min)
138,-87147.54,Normal - Watch Video (4 min)
138,-85431.31,Normal - Watch Video (4 min)
138,-85641.02,Normal - Watch Video (4 min)
139,-85852.09,Normal - Watch Video (4 min)
139,-86278.32,Normal - Watch Video (4 min)
139,-86710.1,Normal - Watch Video (4 min)
139,-85852.09,Normal - Watch Video (4 min)
139,-86064.52,Normal - Watch Video (4 min)
154,-78850.58,Normal - Watch Video (4 min)
154,-78681.95,Normal - Watch Video (4 min)
154,-78514.29,Normal - Watch Video (4 min)
154,-94202.9,Normal - Watch Video (4 min)
154,-76731.3,Normal - Watch Video (4 min)
154,-80952.38,Normal - Watch Video (4 min)
154,-78850.58,Normal - Watch Video (4 min)
154,-78514.29,Normal - Watch Video (4 min)
154,-78347.58,Normal - Watch Video (4 min)
154,-78017,Normal - Watch Video (4 min)
154,-78514.29,Normal - Watch Video (4 min)
154,-77366.95,Normal - Watch Video (4 min)
154,-78347.58,Normal - Watch Video (4 min)
165,-73753.28,Normal - Watch Video (4 min)
167,-70443.35,Normal - Watch Video (4 min)
173,-66757.99,Normal - Watch Video (4 min)
173,-67188.94,Normal - Watch Video (4 min)
173,-66757.99,Normal - Watch Video (4 min)
173,-67080.46,Normal - Watch Video (4 min)
173,-66757.99,Normal - Watch Video (4 min)
173,-66757.99,Normal - Watch Video (4 min)
173,-67297.92,Normal - Watch Video (4 min)
173,-66864.99,Normal - Watch Video (4 min)
173,-66757.99,Normal - Watch Video (4 min)
173,-66651.48,Normal - Watch Video (4 min)
174,-66334.84,Normal - Watch Video (4 min)
174,-66230.25,Normal - Watch Video (4 min)
184,-61795.92,Normal - Watch Video (4 min)
184,-62139.92,Normal - Watch Video (4 min)
185,-62053.39,Normal - Watch Video (4 min)
185,-62053.39,Normal - Watch Video (4 min)
185,-62401.66,Normal - Watch Video (4 min)
185,-61373.74,Normal - Watch Video (4 min)
185,-62226.8,Normal - Watch Video (4 min)
193,-60715.71,Normal - Watch Video (4 min)
201,-56636.85,Normal - Watch Video (4 min)
203,-56247.79,Normal - Watch Video (4 min)
205,-55493.93,Normal - Watch Video (4 min)
205,-55371.33,Normal - Watch Video (4 min)
205,-55493.93,Normal - Watch Video (4 min)
205,-55310.34,Normal - Watch Video (4 min)
205,-55249.57,Normal - Watch Video (4 min)
205,-55555.55,Normal - Watch Video (4 min)
205,-55249.57,Normal - Watch Video (4 min)
205,-55310.34,Normal - Watch Video (4 min)
205,-56183.75,Normal - Watch Video (4 min)
205,-55432.53,Normal - Watch Video (4 min)
205,-55008.55,Normal - Watch Video (4 min)
206,-54889.27,Normal - Watch Video (4 min)
207,-55493.93,Normal - Watch Video (4 min)
220,-52000,Normal - Watch Video (4 min)
220,-51459.29,Normal - Watch Video (4 min)
220,-51653.79,Normal - Watch Video (4 min)
220,-51850.7,Normal - Watch Video (4 min)
220,-51801.24,Normal - Watch Video (4 min)
220,-51751.94,Normal - Watch Video (4 min)
221,-50658.68,Normal - Watch Video (4 min)
221,-51653.79,Normal - Watch Video (4 min)
221,-51751.94,Normal - Watch Video (4 min)
222,-50251.11,Normal - Watch Video (4 min)
222,-51267.18,Normal - Watch Video (4 min)
222,-51219.51,Normal - Watch Video (4 min)
223,-50206.49,Normal - Watch Video (4 min)
224,-50889.89,Normal - Watch Video (4 min)
225,-50889.89,Normal - Watch Video (4 min)
226,-50476.19,Normal - Watch Video (4 min)
227,-50029.32,Normal - Watch Video (4 min)
228,-50936.55,Normal - Watch Video (4 min)
238,-47234.04,Normal - Watch Video (4 min)
238,-50385.76,Normal - Watch Video (4 min)
238,-48643.36,Normal - Watch Video (4 min)
238,-48523.68,Normal - Watch Video (4 min)
238,-48093.28,Normal - Watch Video (4 min)
238,-48444.45,Normal - Watch Video (4 min)
238,-48484,Normal - Watch Video (4 min)
240,-51124.62,Normal - Watch Video (4 min)
240,-48563.46,Normal - Watch Video (4 min)
240,-48404.99,Normal - Watch Video (4 min)
243,-47826.09,Normal - Watch Video (4 min)
243,-47713.13,Normal - Watch Video (4 min)
243,-47713.13,Normal - Watch Video (4 min)
244,-47601.08,Normal - Watch Video (4 min)
245,-47306.67,Normal - Watch Video (4 min)
248,-48326.42,Normal - Watch Video (4 min)
248,-47125.83,Normal - Watch Video (4 min)
248,-46736.29,Normal - Watch Video (4 min)
249,-46911.96,Normal - Watch Video (4 min)
252,-46597.4,Normal - Watch Video (4 min)
252,-46323.91,Normal - Watch Video (4 min)
252,-46494.18,Normal - Watch Video (4 min)
254,-46122.45,Normal - Watch Video (4 min)
254,-46122.45,Normal - Watch Video (4 min)
255,-46122.45,Normal - Watch Video (4 min)
262,-51077.39,Remove 5 Easy Pieces (3 min)
262,-51219.51,Remove 5 Easy Pieces (3 min)
263,-52100.31,Remove 5 Easy Pieces (3 min)
271,-52100.31,Remove 5 Easy Pieces (3 min)
272,-52050.08,Remove 5 Easy Pieces (3 min)
272,-51850.7,Remove 5 Easy Pieces (3 min)
272,-51900.31,Remove 5 Easy Pieces (3 min)
272,-50521.61,Remove 5 Easy Pieces (3 min)
272,-52150.71,Remove 5 Easy Pieces (3 min)
272,-52000,Remove 5 Easy Pieces (3 min)
272,-51850.7,Remove 5 Easy Pieces (3 min)
272,-52000,Remove 5 Easy Pieces (3 min)
272,-52050.08,Remove 5 Easy Pieces (3 min)
276,-51653.79,Remove 5 Easy Pieces (3 min)
279,-57716.39,Remove 5 Easy Pieces (3 min)
282,-69349.4,Remove 5 Easy Pieces (3 min)
282,-70818.86,Remove 5 Easy Pieces (3 min)
282,-71200,Remove 5 Easy Pieces (3 min)
282,-71200,Remove 5 Easy Pieces (3 min)
282,-73056.99,Remove 5 Easy Pieces (3 min)
282,-83602.48,Remove 5 Easy Pieces (3 min)
288,-95571.95,Remove 5 Easy Pieces (3 min)
288,-95571.95,Remove 5 Easy Pieces (3 min)
288,-95294.12,Remove 5 Easy Pieces (3 min)
288,-95018.31,Remove 5 Easy Pieces (3 min)
288,-93669.06,Remove 5 Easy Pieces (3 min)
289,-98167.94,Remove 5 Easy Pieces (3 min)
290,-87368.42,Remove 5 Easy Pieces (3 min)
291,-87368.42,Remove 5 Easy Pieces (3 min)
291,-87147.54,Remove 5 Easy Pieces (3 min)
292,-95571.95,Remove 5 Easy Pieces (3 min)
293,-149620.25,Remove 5 Easy Pieces (3 min)
296,-95294.12,Remove 5 Easy Pieces (3 min)
296,-95018.31,Remove 5 Easy Pieces (3 min)
296,-103591.84,Remove 5 Easy Pieces (3 min)
297,-95294.12,Remove 5 Easy Pieces (3 min)
298,-117523.81,Remove 5 Easy Pieces (3 min)
299,-220784.31,Remove 5 Easy Pieces (3 min)
300,-282564.09,Remove 5 Easy Pieces (3 min)
301,-340000,Remove 5 Easy Pieces (3 min)
302,-285974.03,Remove 5 Easy Pieces (3 min)
304,-186504.06,Remove 5 Easy Pieces (3 min)
304,-183840,Remove 5 Easy Pieces (3 min)
305,-176335.87,Remove 5 Easy Pieces (3 min)
306,-160273.97,Remove 5 Easy Pieces (3 min)
308,-148000,Remove 5 Easy Pieces (3 min)
308,-138381.5,Remove 5 Easy Pieces (3 min)
309,-136363.64,Remove 5 Easy Pieces (3 min)
310,-136363.64,Remove 5 Easy Pieces (3 min)
311,-186504.06,Remove 5 Easy Pieces (3 min)
312,-118937.2,Remove 5 Easy Pieces (3 min)
313,-131304.34,Remove 5 Easy Pieces (3 min)
314,-126666.66,Remove 5 Easy Pieces (3 min)
315,-125567.01,Remove 5 Easy Pieces (3 min)
316,-122914.57,Remove 5 Easy Pieces (3 min)
320,-117523.81,Remove 5 Easy Pieces (3 min)
320,-138381.5,Remove 5 Easy Pieces (3 min)
320,-115255.81,Remove 5 Easy Pieces (3 min)
322,-111022.22,Remove 5 Easy Pieces (3 min)
322,-109824.56,Remove 5 Easy Pieces (3 min)
322,-109043.48,Remove 5 Easy Pieces (3 min)
326,-132527.47,Remove 5 Easy Pieces (3 min)
326,-102248.99,Remove 5 Easy Pieces (3 min)
326,-104628.1,Remove 5 Easy Pieces (3 min)
326,-103591.84,Remove 5 Easy Pieces (3 min)
328,-96133.83,Remove 5 Easy Pieces (3 min)
